algorithm, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
phc,res/networks/win95pts,win95pts.xbif50001_,4,5,29,126,-0.22744365771493302,-49780.44669005141,3.736842105263158,108.0,176.0,12,2
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,6,5,2,141,-0.21352954774879493,-50056.77681351289,4.2631578947368425,128.0,196.0,12,4
pges,res/networks/win95pts,win95pts.xbif50001_,6,5,2,125,-0.21564452860088226,-49794.322437145245,3.8421052631578947,112.0,180.0,12,8
phc,res/networks/win95pts,win95pts.xbif50001_,6,5,2,146,-0.2212776484671284,-50059.50071875966,4.447368421052632,144.0,194.0,10,2
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,6,5,3,134,-0.21457914608404466,-50106.5328267738,4.0,114.0,190.0,9,2
pges,res/networks/win95pts,win95pts.xbif50001_,6,5,3,118,-0.22026528658141203,-49921.90732555697,3.3947368421052633,94.0,164.0,10,8
phc,res/networks/win95pts,win95pts.xbif50001_,6,5,3,146,-0.2221526215924767,-50074.848741516325,4.5,140.0,202.0,9,2
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,6,5,5,111,-0.22840697520010456,-49905.399280513055,3.4210526315789473,92.0,168.0,12,6
pges,res/networks/win95pts,win95pts.xbif50001_,6,5,5,110,-0.22680741219217138,-49539.560011377696,3.263157894736842,92.0,156.0,9,6
phc,res/networks/win95pts,win95pts.xbif50001_,6,5,5,140,-0.22611648486314048,-49976.3695201107,4.052631578947368,126.0,182.0,9,3
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,6,5,7,144,-0.22438084654489063,-49886.522776402846,4.368421052631579,144.0,188.0,10,2
pges,res/networks/win95pts,win95pts.xbif50001_,6,5,7,127,-0.22082265656155856,-49953.10201500172,3.6578947368421053,120.0,158.0,12,10
phc,res/networks/win95pts,win95pts.xbif50001_,6,5,7,118,-0.2207601737325054,-49888.478540825134,3.4210526315789473,88.0,172.0,10,3
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,6,5,11,126,-0.22365436400185246,-49936.63477872116,4.052631578947368,116.0,192.0,10,6
pges,res/networks/win95pts,win95pts.xbif50001_,6,5,11,96,-0.23927508007270437,-49230.2793715087,2.8421052631578947,64.0,152.0,11,7
