algorithm,network,bbdd,threads,pges_threads,interleaving,seed,SHD,loglike,bdeu,deltaMB,deltaMB+,deltaMB-,iterations,time(s)
pges-jc,munin,munin.xbif50006_,2,2,5,-1,1435,0.0,-953650.2423551825,3310.0,348.0,2962.0,100,16652.642
pges-jc,munin,munin.xbif50006_,4,4,10,-1,1456,0.0,-928772.9621021799,3212.0,946.0,2266.0,65,12345.116
pges-jc,munin,munin.xbif50006_,4,4,15,-1,1464,0.0,-928746.9258710601,3232.0,956.0,2276.0,45,11910.83
pges-jc,munin,munin.xbif50006_,4,4,5,-1,1447,0.0,-933967.8603274522,3190.0,666.0,2524.0,100,12171.061
pges-jc,munin,munin.xbif50006_,8,8,10,-1,1437,0.0,-928697.5799619089,3176.0,948.0,2228.0,100,12488.729
pges-jc,munin,munin.xbif50006_,8,8,15,-1,1475,0.0,-929496.1064623999,3278.0,976.0,2302.0,26,2945.851
pges-jc,munin,munin.xbif50006_,8,8,5,-1,1471,0.0,-930224.8669980014,3268.0,990.0,2278.0,61,4599.17
pges-jc,munin,munin.xbif50007_,16,16,10,-1,1467,0.0,-933424.4887774149,3152.0,986.0,2166.0,100,11121.153
pges-jc,munin,munin.xbif50007_,16,16,15,-1,1443,0.0,-932938.0138440197,3102.0,958.0,2144.0,100,11577.725
pges-jc,munin,munin.xbif50007_,16,16,5,-1,1475,0.0,-933189.3524526298,3280.0,1002.0,2278.0,100,9392.033
pges-jc,munin,munin.xbif50007_,2,2,10,-1,1416,0.0,-932511.7531232742,3014.0,930.0,2084.0,100,19007.712
pges-jc,munin,munin.xbif50007_,2,2,15,-1,1418,0.0,-932744.4438939166,3010.0,934.0,2076.0,100,19069.298
pges-jc,munin,munin.xbif50007_,2,2,5,-1,1432,0.0,-960941.6275195318,3286.0,330.0,2956.0,100,16063.539
pges-jc,munin,munin.xbif50007_,4,4,15,-1,1424,0.0,-933103.698028226,3042.0,946.0,2096.0,100,15344.843
pges-jc,munin,munin.xbif50007_,4,4,5,-1,1392,0.0,-937768.8592626089,3042.0,620.0,2422.0,100,14756.436
pges-jc,munin,munin.xbif50007_,8,8,10,-1,1482,0.0,-933680.4197428916,3214.0,1012.0,2202.0,100,10661.182
pges-jc,munin,munin.xbif50007_,8,8,15,-1,1447,0.0,-933987.3297282445,3192.0,956.0,2236.0,100,7904.983
pges-jc,munin,munin.xbif50007_,8,8,5,-1,1447,0.0,-932878.9430766313,3118.0,948.0,2170.0,100,7155.871
pges-jc,munin,munin.xbif50008_,16,16,10,-1,1506,0.0,-936598.4688155213,3278.0,1074.0,2204.0,100,11405.448
pges-jc,munin,munin.xbif50008_,16,16,15,-1,1501,0.0,-935698.688282579,3232.0,1062.0,2170.0,100,11753.23
pges-jc,munin,munin.xbif50008_,16,16,5,-1,1538,0.0,-936859.2966891648,3416.0,1100.0,2316.0,100,9883.77
pges-jc,munin,munin.xbif50008_,2,2,10,-1,1499,0.0,-936287.8923459926,3264.0,1042.0,2222.0,100,16939.962
pges-jc,munin,munin.xbif50008_,2,2,15,-1,1498,0.0,-936172.7657688104,3220.0,1040.0,2180.0,100,17514.123
pges-jc,munin,munin.xbif50008_,2,2,5,-1,1437,0.0,-956500.8454719773,3268.0,392.0,2876.0,100,15130.724
pges-jc,munin,munin.xbif50008_,4,4,10,-1,1493,0.0,-936454.4903823885,3264.0,1044.0,2220.0,100,18816.437
pges-jc,munin,munin.xbif50008_,4,4,15,-1,1404,0.0,-942307.2448573627,3084.0,602.0,2482.0,100,21724.816
pges-jc,munin,munin.xbif50008_,4,4,5,-1,1395,0.0,-942186.4722891342,3044.0,574.0,2470.0,100,17315.908
pges-jc,munin,munin.xbif50008_,8,8,10,-1,1527,0.0,-937129.4434176267,3366.0,1092.0,2274.0,100,11676.633
pges-jc,munin,munin.xbif50008_,8,8,15,-1,1506,0.0,-937346.432595776,3356.0,1036.0,2320.0,100,13119.846
pges-jc,munin,munin.xbif50008_,8,8,5,-1,1542,0.0,-937049.2192320878,3374.0,1124.0,2250.0,100,7037.968
pges-jc,munin,munin.xbif50009_,16,16,10,-1,1486,0.0,-927597.805008664,3226.0,998.0,2228.0,31,3211.205
pges-jc,munin,munin.xbif50009_,16,16,15,-1,1463,0.0,-925997.6410091072,3182.0,972.0,2210.0,100,11331.422
pges-jc,munin,munin.xbif50009_,16,16,5,-1,1513,0.0,-927308.8129716442,3280.0,1046.0,2234.0,100,9483.039
pges-jc,munin,munin.xbif50009_,2,2,10,-1,1428,0.0,-926821.8709194036,3152.0,926.0,2226.0,79,22378.075
pges-jc,munin,munin.xbif50009_,2,2,15,-1,1423,0.0,-926777.458602246,3100.0,924.0,2176.0,56,22265.26
pges-jc,munin,munin.xbif50009_,2,2,5,-1,1475,0.0,-951602.5207280482,3392.0,384.0,3008.0,100,20670.831
pges-jc,munin,munin.xbif50009_,4,4,10,-1,1462,0.0,-927114.9722744738,3220.0,974.0,2246.0,61,13386.54
pges-jc,munin,munin.xbif50009_,4,4,15,-1,1460,0.0,-926663.0272616793,3228.0,964.0,2264.0,44,10426.997
pges-jc,munin,munin.xbif50009_,4,4,5,-1,1401,0.0,-929070.0584394396,3110.0,662.0,2448.0,100,15680.84
pges-jc,munin,munin.xbif50009_,8,8,10,-1,1476,0.0,-937397.0288405376,3342.0,588.0,2754.0,100,8515.068
pges-jc,munin,munin.xbif50009_,8,8,15,-1,1455,0.0,-937290.8813342293,3316.0,558.0,2758.0,100,10696.494
pges-jc,munin,munin.xbif50009_,8,8,5,-1,1514,0.0,-946844.677531831,3538.0,636.0,2902.0,100,8144.621
pges-jc,munin,munin.xbif_,16,16,10,-1,1465,0.0,-933745.6959030286,3198.0,1002.0,2196.0,26,2422.788
pges-jc,munin,munin.xbif_,16,16,15,-1,1497,0.0,-934804.4758162447,3272.0,1082.0,2190.0,25,3100.305
pges-jc,munin,munin.xbif_,16,16,5,-1,1487,0.0,-933870.0328318364,3282.0,1060.0,2222.0,44,3076.225
pges-jc,munin,munin.xbif_,2,2,10,-1,1411,0.0,-933512.0267793257,3090.0,910.0,2180.0,79,17913.272
pges-jc,munin,munin.xbif_,2,2,15,-1,1413,0.0,-933528.0557215456,3090.0,910.0,2180.0,54,17860.202
pges-jc,munin,munin.xbif_,2,2,5,-1,1437,0.0,-959066.5347449607,3314.0,348.0,2966.0,100,20474.037
pges-jc,munin,munin.xbif_,4,4,10,-1,1461,0.0,-933823.1120752392,3170.0,1002.0,2168.0,65,16693.277
pges-jc,munin,munin.xbif_,4,4,15,-1,1418,0.0,-935587.0105213611,3060.0,772.0,2288.0,40,12792.868
pges-jc,munin,munin.xbif_,4,4,5,-1,1379,0.0,-940691.8736218459,3032.0,552.0,2480.0,100,16522.038
pges-jc,munin,munin.xbif_,8,8,10,-1,1496,0.0,-933963.9676178964,3306.0,1070.0,2236.0,37,4188.672
pges-jc,munin,munin.xbif_,8,8,15,-1,1458,0.0,-933268.6910166533,3168.0,1008.0,2160.0,26,6005.75
pges-jc,munin,munin.xbif_,8,8,5,-1,1488,0.0,-933982.7882977369,3286.0,1052.0,2234.0,63,4256.974
pges-jc,pigs,pigs.xbif50001246_,16,16,10,-1,0,-1.0172219171482353,-1674876.7297233238,0.0,0.0,0.0,100,1589.252
pges-jc,pigs,pigs.xbif50001246_,16,16,15,-1,0,-1.0172493675820646,-1674822.4981279906,0.0,0.0,0.0,100,1667.2
pges-jc,pigs,pigs.xbif50001246_,16,16,5,-1,0,-1.0238692524234203,-1674850.1813291742,0.0,0.0,0.0,100,1867.425
pges-jc,pigs,pigs.xbif50001246_,2,2,10,-1,0,-1.0237978472082832,-1674822.4981279906,0.0,0.0,0.0,100,715.136
pges-jc,pigs,pigs.xbif50001246_,2,2,15,-1,0,-1.0237978472082832,-1674822.4981279906,0.0,0.0,0.0,100,829.659
pges-jc,pigs,pigs.xbif50001246_,2,2,5,-1,0,-1.0237978472082832,-1674822.4981279906,0.0,0.0,0.0,100,631.425
pges-jc,pigs,pigs.xbif50001246_,4,4,10,-1,0,-1.023851336801197,-1674847.7091975359,0.0,0.0,0.0,100,502.873
pges-jc,pigs,pigs.xbif50001246_,4,4,15,-1,0,-1.0238701905528544,-1674847.7091975359,0.0,0.0,0.0,100,605.366
pges-jc,pigs,pigs.xbif50001246_,4,4,5,-1,0,-1.023795226783835,-1674847.7091975359,0.0,0.0,0.0,100,461.575
pges-jc,pigs,pigs.xbif50001246_,8,8,10,-1,0,-1.023871397768269,-1674848.4852445258,0.0,0.0,0.0,100,946.157
pges-jc,pigs,pigs.xbif50001246_,8,8,15,-1,0,-1.017238671935941,-1674848.4852445258,0.0,0.0,0.0,100,893.805
pges-jc,pigs,pigs.xbif50001246_,8,8,5,-1,4,-1.0233838272635114,-1675230.854756498,16.0,16.0,0.0,100,1605.136
pges-jc,pigs,pigs.xbif50001_,16,16,10,-1,0,-1.0237889760444718,-1673766.7635783975,0.0,0.0,0.0,7,70.288
pges-jc,pigs,pigs.xbif50001_,16,16,15,-1,0,-1.0192629096433414,-1673766.7635783975,0.0,0.0,0.0,6,75.394
pges-jc,pigs,pigs.xbif50001_,16,16,5,-1,0,-1.0238257511616553,-1673791.0624051492,0.0,0.0,0.0,12,102.019
pges-jc,pigs,pigs.xbif50001_,2,2,10,-1,0,-1.0237978472082832,-1673766.7635783975,0.0,0.0,0.0,39,500.086
pges-jc,pigs,pigs.xbif50001_,2,2,15,-1,0,-1.0237919311812544,-1673766.7635783975,0.0,0.0,0.0,27,446.275
pges-jc,pigs,pigs.xbif50001_,2,2,5,-1,0,-1.0237978472082832,-1673766.7635783975,0.0,0.0,0.0,76,527.396
pges-jc,pigs,pigs.xbif50001_,4,4,10,-1,0,-1.0238598732526742,-1673766.7635783975,0.0,0.0,0.0,22,195.48
pges-jc,pigs,pigs.xbif50001_,4,4,15,-1,0,-1.0238539572256453,-1673766.7635783975,0.0,0.0,0.0,16,192.372
pges-jc,pigs,pigs.xbif50001_,4,4,5,-1,0,-1.0237978472082832,-1673766.7635783975,0.0,0.0,0.0,42,271.371
pges-jc,pigs,pigs.xbif50001_,8,8,10,-1,0,-1.0237900252303227,-1673791.0624051492,0.0,0.0,0.0,14,205.456
pges-jc,pigs,pigs.xbif50001_,8,8,15,-1,0,-1.0238470668340838,-1673766.7635783975,0.0,0.0,0.0,10,180.295
pges-jc,pigs,pigs.xbif50001_,8,8,5,-1,0,-1.0237978472082832,-1673766.7635783975,0.0,0.0,0.0,24,206.339
pges-jc,pigs,pigs.xbif50002_,16,16,10,-1,0,-1.030107720604458,-1672862.8337662998,0.0,0.0,0.0,11,135.772
pges-jc,pigs,pigs.xbif50002_,16,16,15,-1,0,-1.030107720604458,-1672862.8337662998,0.0,0.0,0.0,8,97.634
pges-jc,pigs,pigs.xbif50002_,16,16,5,-1,0,-1.0167964838719699,-1672915.2318918384,0.0,0.0,0.0,18,204.402
pges-jc,pigs,pigs.xbif50002_,2,2,10,-1,0,-1.030107720604458,-1672862.8337662998,0.0,0.0,0.0,45,613.243
pges-jc,pigs,pigs.xbif50002_,2,2,15,-1,0,-1.030107720604458,-1672862.8337662998,0.0,0.0,0.0,31,603.334
pges-jc,pigs,pigs.xbif50002_,2,2,5,-1,0,-1.030107720604458,-1672862.8337662998,0.0,0.0,0.0,86,690.086
pges-jc,pigs,pigs.xbif50002_,4,4,10,-1,3,-1.0312279802436581,-1673126.36018749,10.0,10.0,0.0,28,253.451
pges-jc,pigs,pigs.xbif50002_,4,4,15,-1,0,-1.0168009119966288,-1672862.8337662998,0.0,0.0,0.0,21,264.392
pges-jc,pigs,pigs.xbif50002_,4,4,5,-1,0,-1.0167962344582553,-1672887.4552600635,0.0,0.0,0.0,53,341.819
pges-jc,pigs,pigs.xbif50002_,8,8,10,-1,0,-1.0167962344582553,-1672887.4552600635,0.0,0.0,0.0,18,169.519
pges-jc,pigs,pigs.xbif50002_,8,8,15,-1,0,-1.0167990680613197,-1672889.3798292791,0.0,0.0,0.0,12,141.03
pges-jc,pigs,pigs.xbif50002_,8,8,5,-1,2,-1.0342552999445374,-1673060.4524775327,8.0,8.0,0.0,31,316.818
pges-jc,pigs,pigs.xbif50003_,16,16,10,-1,4,-1.0192417308611605,-1674621.2934379554,12.0,12.0,0.0,8,85.908
pges-jc,pigs,pigs.xbif50003_,16,16,15,-1,0,-1.01927945862769,-1674339.331387761,0.0,0.0,0.0,7,93.894
pges-jc,pigs,pigs.xbif50003_,16,16,5,-1,2,-1.021043412188238,-1674500.4047092898,8.0,8.0,0.0,100,1608.827
pges-jc,pigs,pigs.xbif50003_,2,2,10,-1,0,-1.023789135179765,-1674311.698792534,0.0,0.0,0.0,32,204.093
pges-jc,pigs,pigs.xbif50003_,2,2,15,-1,0,-1.0237840445227793,-1674337.6805325872,0.0,0.0,0.0,100,421.961
pges-jc,pigs,pigs.xbif50003_,2,2,5,-1,0,-1.0237999610761137,-1674338.8999659116,0.0,0.0,0.0,62,253.05
pges-jc,pigs,pigs.xbif50003_,4,4,10,-1,0,-1.023789135179765,-1674311.698792534,0.0,0.0,0.0,21,134.019
pges-jc,pigs,pigs.xbif50003_,4,4,15,-1,0,-1.016798899517607,-1674339.331387761,0.0,0.0,0.0,16,130.574
pges-jc,pigs,pigs.xbif50003_,4,4,5,-1,0,-1.023789135179765,-1674311.698792534,0.0,0.0,0.0,39,209.553
pges-jc,pigs,pigs.xbif50003_,8,8,10,-1,0,-1.0237850407896931,-1674311.698792534,0.0,0.0,0.0,13,121.951
pges-jc,pigs,pigs.xbif50003_,8,8,15,-1,0,-1.0195759952555012,-1674311.698792534,0.0,0.0,0.0,10,106.788
pges-jc,pigs,pigs.xbif50003_,8,8,5,-1,4,-1.0210314341347368,-1674689.593821044,16.0,16.0,0.0,29,201.071
pges-jc,pigs,pigs.xbif50004_,16,16,10,-1,0,-1.0172387373899545,-1675404.877764935,0.0,0.0,0.0,10,113.152
pges-jc,pigs,pigs.xbif50004_,16,16,15,-1,0,-1.017133129783201,-1675404.877764935,0.0,0.0,0.0,6,72.413
pges-jc,pigs,pigs.xbif50004_,16,16,5,-1,0,-1.0238744217872633,-1675431.1522400046,0.0,0.0,0.0,15,166.564
pges-jc,pigs,pigs.xbif50004_,2,2,10,-1,0,-1.023789135179765,-1675404.877764935,0.0,0.0,0.0,45,642.714
pges-jc,pigs,pigs.xbif50004_,2,2,15,-1,0,-1.023789135179765,-1675404.877764935,0.0,0.0,0.0,31,662.433
pges-jc,pigs,pigs.xbif50004_,2,2,5,-1,0,-1.0237978472082832,-1675404.877764935,0.0,0.0,0.0,86,687.772
pges-jc,pigs,pigs.xbif50004_,4,4,10,-1,0,-1.023789135179765,-1675404.877764935,0.0,0.0,0.0,21,138.15
pges-jc,pigs,pigs.xbif50004_,4,4,15,-1,0,-1.023852684974696,-1675427.883041027,0.0,0.0,0.0,15,115.178
pges-jc,pigs,pigs.xbif50004_,4,4,5,-1,0,-1.023789135179765,-1675404.877764935,0.0,0.0,0.0,41,180.105
pges-jc,pigs,pigs.xbif50004_,8,8,10,-1,0,-1.0238510593167982,-1675426.6228896517,0.0,0.0,0.0,16,111.821
pges-jc,pigs,pigs.xbif50004_,8,8,15,-1,0,-1.0238626053558986,-1675404.877764935,0.0,0.0,0.0,12,95.161
pges-jc,pigs,pigs.xbif50004_,8,8,5,-1,3,-1.023420463007577,-1675683.6626272623,10.0,10.0,0.0,26,180.109
pges-jc,pigs,pigs.xbif50005_,16,16,10,-1,0,-1.0193387144379507,-1675946.8368636225,0.0,0.0,0.0,9,114.226
pges-jc,pigs,pigs.xbif50005_,16,16,15,-1,0,-1.0169613794036174,-1675946.8368636225,0.0,0.0,0.0,8,120.335
pges-jc,pigs,pigs.xbif50005_,16,16,5,-1,5,-1.0236057041255646,-1676455.0652707415,14.0,14.0,0.0,14,141.522
pges-jc,pigs,pigs.xbif50005_,2,2,10,-1,0,-1.023789135179765,-1675946.8368636225,0.0,0.0,0.0,34,339.613
pges-jc,pigs,pigs.xbif50005_,2,2,15,-1,0,-1.0237850815338705,-1675946.8368636225,0.0,0.0,0.0,24,302.775
pges-jc,pigs,pigs.xbif50005_,2,2,5,-1,0,-1.0237978472082832,-1675946.8368636225,0.0,0.0,0.0,66,368.685
pges-jc,pigs,pigs.xbif50005_,4,4,10,-1,0,-1.023681892933288,-1675946.8368636225,0.0,0.0,0.0,20,118.398
pges-jc,pigs,pigs.xbif50005_,4,4,15,-1,0,-1.023681892933288,-1675946.8368636225,0.0,0.0,0.0,15,116.755
pges-jc,pigs,pigs.xbif50005_,4,4,5,-1,0,-1.0237961297718106,-1675946.8368636225,0.0,0.0,0.0,38,177.796
pges-jc,pigs,pigs.xbif50005_,8,8,10,-1,0,-1.0238120311661425,-1675946.8368636225,0.0,0.0,0.0,12,80.076
pges-jc,pigs,pigs.xbif50005_,8,8,15,-1,0,-1.0194152814130306,-1675946.8368636225,0.0,0.0,0.0,8,60.538
pges-jc,pigs,pigs.xbif50005_,8,8,5,-1,0,-1.0238575494624471,-1675946.8368636225,0.0,0.0,0.0,21,112.213
pges-jc,pigs,pigs.xbif50006_,16,16,10,-1,2,-1.0191016179576697,-1676573.4447000893,4.0,4.0,0.0,100,1646.609
pges-jc,pigs,pigs.xbif50006_,16,16,15,-1,0,-1.0195597991061047,-1676267.323014469,0.0,0.0,0.0,100,1936.291
pges-jc,pigs,pigs.xbif50006_,16,16,5,-1,0,-1.0238425510382605,-1676267.323014469,0.0,0.0,0.0,100,1584.415
pges-jc,pigs,pigs.xbif50006_,2,2,10,-1,0,-1.0237978472082832,-1676267.323014469,0.0,0.0,0.0,100,648.723
pges-jc,pigs,pigs.xbif50006_,2,2,15,-1,0,-1.0237874177432924,-1676267.323014469,0.0,0.0,0.0,100,634.754
pges-jc,pigs,pigs.xbif50006_,2,2,5,-1,0,-1.0237978472082832,-1676267.323014469,0.0,0.0,0.0,100,554.105
pges-jc,pigs,pigs.xbif50006_,4,4,10,-1,0,-1.0300909005017531,-1676293.3734956442,0.0,0.0,0.0,100,483.835
pges-jc,pigs,pigs.xbif50006_,4,4,15,-1,0,-1.0300909005017531,-1676293.3734956442,0.0,0.0,0.0,100,591.457
pges-jc,pigs,pigs.xbif50006_,4,4,5,-1,0,-1.0238598732526742,-1676267.323014469,0.0,0.0,0.0,100,544.787
pges-jc,pigs,pigs.xbif50006_,8,8,10,-1,0,-1.0238470571445546,-1676267.323014469,0.0,0.0,0.0,100,875.519
pges-jc,pigs,pigs.xbif50006_,8,8,15,-1,0,-1.0195686206052865,-1676267.323014469,0.0,0.0,0.0,100,915.94
pges-jc,pigs,pigs.xbif50006_,8,8,5,-1,0,-1.023789135179765,-1676267.323014469,0.0,0.0,0.0,100,891.811
pges-jc,pigs,pigs.xbif50007_,16,16,10,-1,0,-1.0194497870474506,-1674789.5458293166,0.0,0.0,0.0,8,95.181
pges-jc,pigs,pigs.xbif50007_,16,16,15,-1,0,-1.0194096728600606,-1674789.5458293166,0.0,0.0,0.0,6,75.237
pges-jc,pigs,pigs.xbif50007_,16,16,5,-1,0,-1.019452848481814,-1674810.8583099619,0.0,0.0,0.0,14,141.943
pges-jc,pigs,pigs.xbif50007_,2,2,10,-1,0,-1.0237978472082832,-1674789.5458293166,0.0,0.0,0.0,33,176.438
pges-jc,pigs,pigs.xbif50007_,2,2,15,-1,0,-1.023789135179765,-1674789.5458293166,0.0,0.0,0.0,23,207.204
pges-jc,pigs,pigs.xbif50007_,2,2,5,-1,0,-1.0237978472082832,-1674789.5458293166,0.0,0.0,0.0,64,224.437
pges-jc,pigs,pigs.xbif50007_,4,4,10,-1,0,-1.0238539572256453,-1674789.5458293166,0.0,0.0,0.0,20,136.338
pges-jc,pigs,pigs.xbif50007_,4,4,15,-1,0,-1.0238493550038072,-1674814.797100632,0.0,0.0,0.0,14,125.338
pges-jc,pigs,pigs.xbif50007_,4,4,5,-1,0,-1.0237978472082832,-1674789.5458293166,0.0,0.0,0.0,37,182.532
pges-jc,pigs,pigs.xbif50007_,8,8,10,-1,0,-1.0238499159989456,-1674789.5458293166,0.0,0.0,0.0,13,170.086
pges-jc,pigs,pigs.xbif50007_,8,8,15,-1,0,-1.019419450414179,-1674789.5458293166,0.0,0.0,0.0,9,99.61
pges-jc,pigs,pigs.xbif50007_,8,8,5,-1,0,-1.0237975719927652,-1674810.8583099619,0.0,0.0,0.0,23,134.128
pges-jc,pigs,pigs.xbif50008_,16,16,10,-1,0,-1.0236881467483192,-1675064.015943955,0.0,0.0,0.0,9,98.075
pges-jc,pigs,pigs.xbif50008_,16,16,15,-1,0,-1.0194073124564522,-1675064.015943955,0.0,0.0,0.0,7,95.631
pges-jc,pigs,pigs.xbif50008_,16,16,5,-1,0,-1.0238598732526742,-1675064.015943955,0.0,0.0,0.0,13,110.36
pges-jc,pigs,pigs.xbif50008_,2,2,10,-1,0,-1.0238006432097726,-1675064.015943955,0.0,0.0,0.0,33,211.355
pges-jc,pigs,pigs.xbif50008_,2,2,15,-1,0,-1.0237983070003511,-1675064.015943955,0.0,0.0,0.0,23,189.695
pges-jc,pigs,pigs.xbif50008_,2,2,5,-1,0,-1.0237978472082832,-1675064.015943955,0.0,0.0,0.0,64,264.636
pges-jc,pigs,pigs.xbif50008_,4,4,10,-1,0,-1.0237978472082832,-1675064.015943955,0.0,0.0,0.0,22,184.887
pges-jc,pigs,pigs.xbif50008_,4,4,15,-1,0,-1.0238598732526742,-1675064.015943955,0.0,0.0,0.0,15,144.227
pges-jc,pigs,pigs.xbif50008_,4,4,5,-1,0,-1.0237978472082832,-1675064.015943955,0.0,0.0,0.0,40,199.788
pges-jc,pigs,pigs.xbif50008_,8,8,10,-1,0,-1.0238539572256453,-1675064.015943955,0.0,0.0,0.0,13,116.065
pges-jc,pigs,pigs.xbif50008_,8,8,15,-1,0,-1.0236846889347775,-1675064.015943955,0.0,0.0,0.0,10,120.055
pges-jc,pigs,pigs.xbif50008_,8,8,5,-1,0,-1.0237992136188467,-1675089.0539717714,0.0,0.0,0.0,24,138.416
pges-jc,pigs,pigs.xbif50009_,16,16,10,-1,0,-1.019444983161532,-1676974.9981897518,0.0,0.0,0.0,100,1936.119
pges-jc,pigs,pigs.xbif50009_,16,16,15,-1,0,-1.019440560523189,-1676974.9981897518,0.0,0.0,0.0,100,1953.498
pges-jc,pigs,pigs.xbif50009_,16,16,5,-1,0,-1.0238692385835824,-1676974.9981897518,0.0,0.0,0.0,100,1880.981
pges-jc,pigs,pigs.xbif50009_,2,2,10,-1,0,-1.023736560046346,-1676999.8668831286,0.0,0.0,0.0,100,493.884
pges-jc,pigs,pigs.xbif50009_,2,2,15,-1,0,-1.0238539572256453,-1676948.536727802,0.0,0.0,0.0,100,458.205
pges-jc,pigs,pigs.xbif50009_,2,2,5,-1,0,-1.0237978472082832,-1676948.536727802,0.0,0.0,0.0,100,359.631
pges-jc,pigs,pigs.xbif50009_,4,4,10,-1,0,-1.0237902137447819,-1676948.536727802,0.0,0.0,0.0,100,508.281
pges-jc,pigs,pigs.xbif50009_,4,4,15,-1,0,-1.0238522397891727,-1676948.536727802,0.0,0.0,0.0,100,564.058
pges-jc,pigs,pigs.xbif50009_,4,4,5,-1,0,-1.0237978472082832,-1676948.536727802,0.0,0.0,0.0,100,545.355
pges-jc,pigs,pigs.xbif50009_,8,8,10,-1,0,-1.0237902137447819,-1676948.536727802,0.0,0.0,0.0,100,954.262
pges-jc,pigs,pigs.xbif50009_,8,8,15,-1,0,-1.0238499159989456,-1676948.536727802,0.0,0.0,0.0,100,975.803
pges-jc,pigs,pigs.xbif50009_,8,8,5,-1,0,-1.0237978472082832,-1676948.536727802,0.0,0.0,0.0,100,836.153
pges-jc,pigs,pigs.xbif_,16,16,10,-1,0,-1.0192724475808557,-1674784.1045443157,0.0,0.0,0.0,9,99.755
pges-jc,pigs,pigs.xbif_,16,16,15,-1,0,-1.0192916198756607,-1674757.2366382957,0.0,0.0,0.0,6,75.488
pges-jc,pigs,pigs.xbif_,16,16,5,-1,0,-1.0236913652523718,-1674784.1045443157,0.0,0.0,0.0,14,151.86
pges-jc,pigs,pigs.xbif_,2,2,10,-1,0,-1.0237978472082832,-1674757.2366382957,0.0,0.0,0.0,41,508.82
pges-jc,pigs,pigs.xbif_,2,2,15,-1,0,-1.0238006432097726,-1674757.2366382957,0.0,0.0,0.0,27,473.8
pges-jc,pigs,pigs.xbif_,2,2,5,-1,0,-1.0237982422205198,-1674783.6904751249,0.0,0.0,0.0,78,589.702
pges-jc,pigs,pigs.xbif_,4,4,10,-1,5,-1.0237539498593544,-1675264.9074782445,14.0,14.0,0.0,23,197.773
pges-jc,pigs,pigs.xbif_,4,4,15,-1,0,-1.0238470668340838,-1674757.2366382957,0.0,0.0,0.0,16,196.466
pges-jc,pigs,pigs.xbif_,4,4,5,-1,0,-1.0237978472082832,-1674757.2366382957,0.0,0.0,0.0,43,254.28
pges-jc,pigs,pigs.xbif_,8,8,10,-1,0,-1.0237827045802712,-1674757.2366382957,0.0,0.0,0.0,12,170.367
pges-jc,pigs,pigs.xbif_,8,8,15,-1,0,-1.023618435279243,-1674757.2366382957,0.0,0.0,0.0,9,142.25
pges-jc,pigs,pigs.xbif_,8,8,5,-1,0,-1.0237874177432924,-1674757.2366382957,0.0,0.0,0.0,22,241.773
pges-jc,water,water.xbif50001246_,16,16,10,-1,88,-0.47858280613409315,-65841.56348033284,212.0,6.0,206.0,4,1.156
pges-jc,water,water.xbif50001246_,16,16,15,-1,88,-0.47858280613409315,-65841.56348033284,212.0,6.0,206.0,4,0.848
pges-jc,water,water.xbif50001246_,16,16,5,-1,88,-0.48613871464892155,-65929.79084229925,212.0,4.0,208.0,4,1.011
pges-jc,water,water.xbif50001246_,2,2,10,-1,88,-0.4974549319516622,-65841.56348033284,212.0,6.0,206.0,5,2.111
pges-jc,water,water.xbif50001246_,2,2,15,-1,88,-0.48608814003414097,-65841.56348033284,212.0,6.0,206.0,4,2.025
pges-jc,water,water.xbif50001246_,2,2,5,-1,88,-0.4974549319516622,-65841.56348033284,212.0,6.0,206.0,7,2.259
pges-jc,water,water.xbif50001246_,4,4,10,-1,88,-0.48608814003414097,-65841.56348033284,212.0,6.0,206.0,4,0.762
pges-jc,water,water.xbif50001246_,4,4,15,-1,88,-0.48608814003414097,-65841.56348033284,212.0,6.0,206.0,4,1.051
pges-jc,water,water.xbif50001246_,4,4,5,-1,88,-0.4974549319516622,-65841.56348033284,212.0,6.0,206.0,5,0.914
pges-jc,water,water.xbif50001246_,8,8,10,-1,88,-0.4705687629875276,-65841.56348033284,212.0,6.0,206.0,4,1.498
pges-jc,water,water.xbif50001246_,8,8,15,-1,88,-0.47858280613409315,-65841.56348033284,212.0,6.0,206.0,4,1.65
pges-jc,water,water.xbif50001246_,8,8,5,-1,88,-0.47772597766555364,-65841.56348033284,212.0,6.0,206.0,4,0.792
pges-jc,water,water.xbif50001_,16,16,10,-1,86,-0.4850073976739385,-65802.04386550866,208.0,2.0,206.0,5,1.236
pges-jc,water,water.xbif50001_,16,16,15,-1,86,-0.4850073976739385,-65802.04386550866,208.0,2.0,206.0,5,1.229
pges-jc,water,water.xbif50001_,16,16,5,-1,84,-0.4788092714213436,-65717.55203833942,204.0,2.0,202.0,100,7.577
pges-jc,water,water.xbif50001_,2,2,10,-1,86,-0.4966948273948384,-65810.89744074209,208.0,2.0,206.0,6,2.256
pges-jc,water,water.xbif50001_,2,2,15,-1,86,-0.484498688427421,-65802.04386550866,208.0,2.0,206.0,5,2.837
pges-jc,water,water.xbif50001_,2,2,5,-1,86,-0.5089184477808989,-65810.89744074209,208.0,2.0,206.0,7,2.005
pges-jc,water,water.xbif50001_,4,4,10,-1,90,-0.49268977521652796,-65750.92122315276,216.0,6.0,210.0,4,0.848
