algorithm,network,bbdd,threads,pges_threads,interleaving,seed,SHD,loglike,bdeu,deltaMB,deltaMB+,deltaMB-,iterations,time(s)
pges-jc,andes,andes.xbif50004_,8,8,15,-1,150,-0.5469913131536656,-470913.5029758131,322.0,10.0,312.0,100,125.18
pges-jc,andes,andes.xbif50004_,8,8,5,-1,158,-0.5449718816756192,-470974.33146703016,338.0,18.0,320.0,100,117.991
pges-jc,andes,andes.xbif50005_,16,16,10,-1,142,-0.5449685884612919,-471567.9796977907,306.0,6.0,300.0,6,13.794
pges-jc,andes,andes.xbif50005_,16,16,15,-1,142,-0.5469867869797989,-471567.9796977907,306.0,6.0,300.0,5,13.233
pges-jc,andes,andes.xbif50005_,16,16,5,-1,142,-0.544968517238114,-471567.9796977907,306.0,6.0,300.0,9,16.418
pges-jc,andes,andes.xbif50005_,2,2,10,-1,146,-0.5449693538601795,-471590.6681575469,314.0,10.0,304.0,19,50.524
pges-jc,andes,andes.xbif50005_,2,2,15,-1,146,-0.5449680108233295,-471577.6087727084,314.0,10.0,304.0,14,46.459
pges-jc,andes,andes.xbif50005_,2,2,5,-1,146,-0.545556842760973,-471616.96028825257,314.0,10.0,304.0,35,55.56
pges-jc,andes,andes.xbif50005_,4,4,10,-1,148,-0.545556688618687,-471633.79429398786,318.0,12.0,306.0,12,19.376
pges-jc,andes,andes.xbif50005_,4,4,15,-1,142,-0.544968517238114,-471567.9796977907,306.0,6.0,300.0,8,13.373
pges-jc,andes,andes.xbif50005_,4,4,5,-1,148,-0.545556651389795,-471646.5983989154,318.0,12.0,306.0,20,22.702
pges-jc,andes,andes.xbif50005_,8,8,10,-1,142,-0.544968480009222,-471580.7838027182,306.0,6.0,300.0,8,13.168
pges-jc,andes,andes.xbif50005_,8,8,15,-1,142,-0.5455514106918014,-471580.7838027182,306.0,6.0,300.0,7,12.657
pges-jc,andes,andes.xbif50005_,8,8,5,-1,142,-0.544968480009222,-471580.7838027182,306.0,6.0,300.0,14,16.221
pges-jc,andes,andes.xbif50006_,16,16,10,-1,146,-0.5455536625970118,-471010.46837709734,316.0,6.0,310.0,100,217.849
pges-jc,andes,andes.xbif50006_,16,16,15,-1,147,-0.5437436052951898,-471224.50904707675,318.0,18.0,300.0,100,215.164
pges-jc,andes,andes.xbif50006_,16,16,5,-1,142,-0.5397417216332058,-471004.3242160356,306.0,6.0,300.0,100,207.323
pges-jc,andes,andes.xbif50006_,2,2,10,-1,142,-0.5420693035154841,-471030.43017519946,306.0,6.0,300.0,100,95.464
pges-jc,andes,andes.xbif50006_,2,2,15,-1,142,-0.5449698602749642,-471017.25275290286,306.0,6.0,300.0,100,98.858
pges-jc,andes,andes.xbif50006_,2,2,5,-1,142,-0.5397417216332058,-471004.3242160356,306.0,6.0,300.0,100,93.973
pges-jc,andes,andes.xbif50006_,4,4,10,-1,148,-0.5420716951346192,-471049.1296028456,318.0,12.0,306.0,100,76.834
pges-jc,andes,andes.xbif50006_,4,4,15,-1,140,-0.5449704842554808,-471010.45530769223,304.0,0.0,304.0,100,82.516
pges-jc,andes,andes.xbif50006_,4,4,5,-1,148,-0.5367614430811235,-471047.9329823012,318.0,12.0,306.0,100,75.097
pges-jc,andes,andes.xbif50006_,8,8,10,-1,136,-0.5449682695791624,-471004.3111466305,294.0,0.0,294.0,100,127.108
pges-jc,andes,andes.xbif50006_,8,8,15,-1,136,-0.5464036086382679,-471004.3111466305,294.0,0.0,294.0,100,130.424
pges-jc,andes,andes.xbif50006_,8,8,5,-1,142,-0.5397417216332058,-471004.3242160356,306.0,6.0,300.0,100,113.371
pges-jc,andes,andes.xbif50007_,16,16,10,-1,158,-0.5464047817678298,-471601.5736944341,340.0,8.0,332.0,7,16.381
pges-jc,andes,andes.xbif50007_,16,16,15,-1,158,-0.5469919538497732,-471588.39268463844,340.0,8.0,332.0,6,15.173
pges-jc,andes,andes.xbif50007_,16,16,5,-1,158,-0.5449725050686347,-471588.39268463844,340.0,8.0,332.0,10,18.711
pges-jc,andes,andes.xbif50007_,2,2,10,-1,158,-0.5449725050686347,-471588.39268463844,340.0,8.0,332.0,17,46.131
pges-jc,andes,andes.xbif50007_,2,2,15,-1,158,-0.5449725050686347,-471588.39268463844,340.0,8.0,332.0,13,45.191
pges-jc,andes,andes.xbif50007_,2,2,5,-1,158,-0.5449727764896097,-471613.1131743277,340.0,8.0,332.0,33,53.659
pges-jc,andes,andes.xbif50007_,4,4,10,-1,170,-0.5422740445980084,-471646.8725924623,364.0,24.0,340.0,13,18.834
pges-jc,andes,andes.xbif50007_,4,4,15,-1,170,-0.5437062346408919,-471646.8725924623,364.0,24.0,340.0,10,16.696
pges-jc,andes,andes.xbif50007_,4,4,5,-1,176,-0.5422705866583588,-471918.17946040566,376.0,36.0,340.0,23,23.636
pges-jc,andes,andes.xbif50007_,8,8,10,-1,164,-0.5466378587954247,-471619.7538266017,352.0,14.0,338.0,9,14.904
pges-jc,andes,andes.xbif50007_,8,8,15,-1,164,-0.5486602484504648,-471632.78794453276,352.0,14.0,338.0,8,13.886
pges-jc,andes,andes.xbif50007_,8,8,5,-1,162,-0.5449719986538503,-471597.2372473785,348.0,12.0,336.0,15,17.346
pges-jc,andes,andes.xbif50008_,16,16,10,-1,164,-0.5464096568454625,-472501.2603954575,356.0,16.0,340.0,100,213.968
pges-jc,andes,andes.xbif50008_,16,16,15,-1,160,-0.5432311548543215,-472286.8745059497,346.0,6.0,340.0,100,208.865
pges-jc,andes,andes.xbif50008_,16,16,5,-1,160,-0.5449792057964713,-472286.8745059497,346.0,6.0,340.0,100,208.428
pges-jc,andes,andes.xbif50008_,2,2,10,-1,186,-0.5472321652158528,-472733.11885770253,400.0,24.0,376.0,100,126.379
pges-jc,andes,andes.xbif50008_,2,2,15,-1,160,-0.5449805860622134,-472286.84877508576,346.0,6.0,340.0,100,83.782
pges-jc,andes,andes.xbif50008_,2,2,5,-1,179,-0.5449803157067558,-472893.2857659661,394.0,20.0,374.0,100,117.024
pges-jc,andes,andes.xbif50008_,4,4,10,-1,160,-0.5449791488472107,-472285.91737808374,346.0,6.0,340.0,100,77.809
pges-jc,andes,andes.xbif50008_,4,4,15,-1,160,-0.5449792430253633,-472273.85539451236,346.0,6.0,340.0,100,79.455
pges-jc,andes,andes.xbif50008_,4,4,5,-1,164,-0.5449732506983718,-472501.2603954575,356.0,16.0,340.0,100,76.098
pges-jc,andes,andes.xbif50008_,8,8,10,-1,160,-0.5464114330682464,-472273.85539451236,346.0,6.0,340.0,100,116.975
pges-jc,andes,andes.xbif50008_,8,8,15,-1,160,-0.5463948878155745,-472273.85539451236,346.0,6.0,340.0,100,125.209
pges-jc,andes,andes.xbif50008_,8,8,5,-1,160,-0.5449792430253633,-472273.85539451236,346.0,6.0,340.0,100,123.046
pges-jc,andes,andes.xbif50009_,16,16,10,-1,153,-0.5461329751805065,-471893.02549441037,330.0,10.0,320.0,8,18.053
pges-jc,andes,andes.xbif50009_,16,16,15,-1,152,-0.5437733022304051,-471891.7788391325,328.0,8.0,320.0,100,214.957
pges-jc,andes,andes.xbif50009_,16,16,5,-1,150,-0.5449774106042515,-471713.4143071034,324.0,4.0,320.0,100,205.031
pges-jc,andes,andes.xbif50009_,2,2,10,-1,153,-0.5402713482213504,-471816.40215424285,330.0,10.0,320.0,100,83.36
pges-jc,andes,andes.xbif50009_,2,2,15,-1,150,-0.5449774106042515,-471713.4143071034,324.0,4.0,320.0,100,87.254
pges-jc,andes,andes.xbif50009_,2,2,5,-1,150,-0.5449777762033793,-471726.3729799337,324.0,4.0,320.0,35,47.645
pges-jc,andes,andes.xbif50009_,4,4,10,-1,159,-0.5406174004241654,-471783.14772905025,342.0,16.0,326.0,14,18.289
pges-jc,andes,andes.xbif50009_,4,4,15,-1,159,-0.544974827558087,-471759.9236903601,342.0,16.0,326.0,9,15.804
pges-jc,andes,andes.xbif50009_,4,4,5,-1,159,-0.544974827558087,-471759.9236903601,342.0,16.0,326.0,21,18.987
pges-jc,andes,andes.xbif50009_,8,8,10,-1,153,-0.5463793906896554,-471788.3035334197,330.0,10.0,320.0,9,13.106
pges-jc,andes,andes.xbif50009_,8,8,15,-1,153,-0.5469837048494217,-471788.3035334197,330.0,10.0,320.0,8,13.515
pges-jc,andes,andes.xbif50009_,8,8,5,-1,157,-0.544969655148288,-471978.2118730972,340.0,20.0,320.0,15,18.251
pges-jc,andes,andes.xbif_,16,16,10,-1,153,-0.5469811025083089,-472226.0834512066,332.0,10.0,322.0,8,19.668
pges-jc,andes,andes.xbif_,16,16,15,-1,152,-0.5469533872732176,-472190.1854068924,328.0,6.0,322.0,6,15.29
pges-jc,andes,andes.xbif_,16,16,5,-1,149,-0.5449815562416576,-472025.2623733706,322.0,0.0,322.0,10,18.083
pges-jc,andes,andes.xbif_,2,2,10,-1,149,-0.5449815562416576,-472025.2623733706,322.0,0.0,322.0,18,32.518
pges-jc,andes,andes.xbif_,2,2,15,-1,157,-0.5466453688795417,-472190.89218598255,338.0,6.0,332.0,13,41.706
pges-jc,andes,andes.xbif_,2,2,5,-1,153,-0.5449772927652978,-472226.0834512066,332.0,10.0,322.0,35,38.36
pges-jc,andes,andes.xbif_,4,4,10,-1,149,-0.5449815562416576,-472025.2623733706,322.0,0.0,322.0,13,15.103
pges-jc,andes,andes.xbif_,4,4,15,-1,149,-0.546416895300763,-472025.2623733706,322.0,0.0,322.0,10,17.04
pges-jc,andes,andes.xbif_,4,4,5,-1,149,-0.544980578803935,-472025.2623733706,322.0,0.0,322.0,21,22.264
pges-jc,andes,andes.xbif_,8,8,10,-1,154,-0.5464188143699614,-472288.7553957916,332.0,0.0,332.0,8,13.543
pges-jc,andes,andes.xbif_,8,8,15,-1,149,-0.547001005022796,-472025.2623733706,322.0,0.0,322.0,7,11.85
pges-jc,andes,andes.xbif_,8,8,5,-1,160,-0.5466519068306902,-472324.89114111196,344.0,6.0,338.0,15,19.045
pges-jc,barley,barley.xbif50001246_,16,16,10,-1,56,0.0,-262253.55958754866,134.0,8.0,126.0,100,17.779
pges-jc,barley,barley.xbif50001246_,16,16,15,-1,55,0.0,-264075.75761160185,134.0,10.0,124.0,3,2.298
pges-jc,barley,barley.xbif50001246_,16,16,5,-1,59,0.0,-264216.78392724,142.0,14.0,128.0,6,2.946
pges-jc,barley,barley.xbif50001246_,2,2,10,-1,63,0.0,-265868.535878185,160.0,8.0,152.0,100,29.944
pges-jc,barley,barley.xbif50001246_,2,2,15,-1,55,0.0,-264075.75761160185,134.0,10.0,124.0,6,19.923
pges-jc,barley,barley.xbif50001246_,2,2,5,-1,63,0.0,-265868.535878185,160.0,8.0,152.0,100,28.833
pges-jc,barley,barley.xbif50001246_,4,4,10,-1,55,0.0,-264075.75761160185,134.0,10.0,124.0,5,2.737
pges-jc,barley,barley.xbif50001246_,4,4,15,-1,55,0.0,-264075.75761160185,134.0,10.0,124.0,4,2.858
pges-jc,barley,barley.xbif50001246_,4,4,5,-1,63,0.0,-265864.5743251413,160.0,10.0,150.0,100,10.642
pges-jc,barley,barley.xbif50001246_,8,8,10,-1,57,0.0,-263854.9862419593,138.0,12.0,126.0,4,2.288
pges-jc,barley,barley.xbif50001246_,8,8,15,-1,57,0.0,-264184.8963746169,138.0,12.0,126.0,3,2.457
pges-jc,barley,barley.xbif50001246_,8,8,5,-1,55,0.0,-264075.75761160185,134.0,10.0,124.0,5,2.553
pges-jc,barley,barley.xbif50001_,16,16,10,-1,56,0.0,-263292.8889218588,136.0,10.0,126.0,4,2.896
pges-jc,barley,barley.xbif50001_,16,16,15,-1,58,0.0,-263361.5201284169,140.0,12.0,128.0,4,2.844
pges-jc,barley,barley.xbif50001_,16,16,5,-1,55,0.0,-263328.23143481894,134.0,8.0,126.0,5,2.361
pges-jc,barley,barley.xbif50001_,2,2,10,-1,63,0.0,-265166.3666169495,160.0,8.0,152.0,6,10.896
pges-jc,barley,barley.xbif50001_,2,2,15,-1,56,0.0,-263292.8889218588,136.0,10.0,126.0,6,19.144
pges-jc,barley,barley.xbif50001_,2,2,5,-1,63,0.0,-265166.3666169495,160.0,8.0,152.0,11,10.578
pges-jc,barley,barley.xbif50001_,4,4,10,-1,56,0.0,-263292.8889218588,136.0,10.0,126.0,5,5.077
pges-jc,barley,barley.xbif50001_,4,4,15,-1,56,0.0,-263292.8889218588,136.0,10.0,126.0,4,4.417
pges-jc,barley,barley.xbif50001_,4,4,5,-1,59,0.0,-264559.4445519973,148.0,10.0,138.0,6,5.112
pges-jc,barley,barley.xbif50001_,8,8,10,-1,56,0.0,-263292.8889218588,136.0,10.0,126.0,4,2.069
pges-jc,barley,barley.xbif50001_,8,8,15,-1,58,0.0,-263339.00410768774,140.0,12.0,128.0,4,2.085
pges-jc,barley,barley.xbif50001_,8,8,5,-1,58,0.0,-263339.00410768774,140.0,12.0,128.0,5,2.148
pges-jc,barley,barley.xbif50002_,16,16,10,-1,71,0.0,-267054.0632534513,176.0,14.0,162.0,5,2.624
pges-jc,barley,barley.xbif50002_,16,16,15,-1,55,0.0,-263317.5576567803,134.0,10.0,124.0,3,2.29
pges-jc,barley,barley.xbif50002_,16,16,5,-1,56,0.0,-264073.76198024384,136.0,12.0,124.0,5,2.662
pges-jc,barley,barley.xbif50002_,2,2,10,-1,62,0.0,-265154.55965176894,158.0,8.0,150.0,6,19.214
pges-jc,barley,barley.xbif50002_,2,2,15,-1,55,0.0,-263317.55765678023,134.0,10.0,124.0,6,19.348
pges-jc,barley,barley.xbif50002_,2,2,5,-1,62,0.0,-265154.55965176894,158.0,8.0,150.0,11,19.706
pges-jc,barley,barley.xbif50002_,4,4,10,-1,57,0.0,-263782.1566601755,138.0,12.0,126.0,5,4.802
pges-jc,barley,barley.xbif50002_,4,4,15,-1,55,0.0,-263317.55765678023,134.0,10.0,124.0,4,4.763
pges-jc,barley,barley.xbif50002_,4,4,5,-1,65,0.0,-265584.673522908,164.0,12.0,152.0,7,4.967
pges-jc,barley,barley.xbif50002_,8,8,10,-1,57,0.0,-263264.6212254413,138.0,12.0,126.0,4,2.178
pges-jc,barley,barley.xbif50002_,8,8,15,-1,55,0.0,-263317.55765678023,134.0,10.0,124.0,4,2.554
pges-jc,barley,barley.xbif50002_,8,8,5,-1,55,0.0,-263329.0957120994,134.0,10.0,124.0,5,2.16
pges-jc,barley,barley.xbif50003_,16,16,10,-1,56,0.0,-261241.86537246546,134.0,8.0,126.0,5,4.024
pges-jc,barley,barley.xbif50003_,16,16,15,-1,55,0.0,-263544.39367777534,134.0,10.0,124.0,3,2.506
pges-jc,barley,barley.xbif50003_,16,16,5,-1,63,0.0,-265397.31480578694,160.0,10.0,150.0,4,2.311
pges-jc,barley,barley.xbif50003_,2,2,10,-1,62,0.0,-265421.38407196425,158.0,8.0,150.0,6,18.932
pges-jc,barley,barley.xbif50003_,2,2,15,-1,55,0.0,-263544.39367777534,134.0,10.0,124.0,6,19.485
pges-jc,barley,barley.xbif50003_,2,2,5,-1,62,0.0,-265421.38407196425,158.0,8.0,150.0,11,19.823
pges-jc,barley,barley.xbif50003_,4,4,10,-1,55,0.0,-263544.39367777534,134.0,10.0,124.0,5,5.115
pges-jc,barley,barley.xbif50003_,4,4,15,-1,55,0.0,-263544.39367777534,134.0,10.0,124.0,4,4.012
pges-jc,barley,barley.xbif50003_,4,4,5,-1,59,0.0,-262968.83247036126,146.0,22.0,124.0,100,20.178
pges-jc,barley,barley.xbif50003_,8,8,10,-1,57,0.0,-263523.9470448645,138.0,12.0,126.0,4,2.042
pges-jc,barley,barley.xbif50003_,8,8,15,-1,55,0.0,-263544.39367777534,134.0,10.0,124.0,4,2.187
pges-jc,barley,barley.xbif50003_,8,8,5,-1,57,0.0,-263523.9470448645,138.0,12.0,126.0,6,2.177
pges-jc,barley,barley.xbif50004_,16,16,10,-1,59,0.0,-265774.3329865118,140.0,10.0,130.0,4,2.36
pges-jc,barley,barley.xbif50004_,16,16,15,-1,56,0.0,-265545.130274198,142.0,10.0,132.0,3,2.166
pges-jc,barley,barley.xbif50004_,16,16,5,-1,57,0.0,-265639.0513869968,136.0,8.0,128.0,5,2.354
pges-jc,barley,barley.xbif50004_,2,2,10,-1,58,0.0,-265474.423498984,146.0,12.0,134.0,7,19.129
pges-jc,barley,barley.xbif50004_,2,2,15,-1,56,0.0,-265545.130274198,142.0,10.0,132.0,5,19.195
pges-jc,barley,barley.xbif50004_,2,2,5,-1,58,0.0,-265474.423498984,146.0,12.0,134.0,13,20.406
pges-jc,barley,barley.xbif50004_,4,4,10,-1,55,0.0,-265585.53839230514,140.0,8.0,132.0,4,4.555
pges-jc,barley,barley.xbif50004_,4,4,15,-1,55,0.0,-265585.53839230514,140.0,8.0,132.0,4,4.196
pges-jc,barley,barley.xbif50004_,4,4,5,-1,58,0.0,-263845.3156106578,146.0,22.0,124.0,100,19.283
pges-jc,barley,barley.xbif50004_,8,8,10,-1,58,0.0,-265474.423498984,146.0,12.0,134.0,4,2.014
pges-jc,barley,barley.xbif50004_,8,8,15,-1,57,0.0,-264478.3748609169,138.0,12.0,126.0,4,2.8
pges-jc,barley,barley.xbif50004_,8,8,5,-1,58,0.0,-264753.6076207119,140.0,16.0,124.0,5,2.266
pges-jc,barley,barley.xbif50005_,16,16,10,-1,67,0.0,-266401.280569463,170.0,14.0,156.0,3,2.047
pges-jc,barley,barley.xbif50005_,16,16,15,-1,59,0.0,-264949.1538193348,148.0,12.0,136.0,3,2.041
pges-jc,barley,barley.xbif50005_,16,16,5,-1,61,0.0,-264794.19504000834,152.0,14.0,138.0,4,2.23
pges-jc,barley,barley.xbif50005_,2,2,10,-1,59,0.0,-264949.1538193348,148.0,12.0,136.0,7,19.31
pges-jc,barley,barley.xbif50005_,2,2,15,-1,59,0.0,-264949.1538193348,148.0,12.0,136.0,5,19.904
pges-jc,barley,barley.xbif50005_,2,2,5,-1,59,0.0,-264949.1538193348,148.0,12.0,136.0,12,19.977
pges-jc,barley,barley.xbif50005_,4,4,10,-1,59,0.0,-264949.1538193348,148.0,12.0,136.0,4,4.11
pges-jc,barley,barley.xbif50005_,4,4,15,-1,59,0.0,-264949.1538193348,148.0,12.0,136.0,3,4.401
pges-jc,barley,barley.xbif50005_,4,4,5,-1,59,0.0,-264949.1538193348,148.0,12.0,136.0,6,4.51
pges-jc,barley,barley.xbif50005_,8,8,10,-1,59,0.0,-264949.1538193348,148.0,12.0,136.0,4,2.069
pges-jc,barley,barley.xbif50005_,8,8,15,-1,62,0.0,-264802.0137106249,154.0,14.0,140.0,5,2.05
pges-jc,barley,barley.xbif50005_,8,8,5,-1,60,0.0,-265168.36032393127,150.0,12.0,138.0,6,2.064
pges-jc,barley,barley.xbif50006_,16,16,10,-1,69,0.0,-267103.7682124446,172.0,16.0,156.0,4,2.442
pges-jc,barley,barley.xbif50006_,16,16,15,-1,55,0.0,-263707.35394213436,134.0,10.0,124.0,4,2.417
pges-jc,barley,barley.xbif50006_,16,16,5,-1,55,0.0,-263707.35394213436,134.0,10.0,124.0,5,2.787
pges-jc,barley,barley.xbif50006_,2,2,10,-1,63,0.0,-265429.0550047246,160.0,8.0,152.0,100,30.958
pges-jc,barley,barley.xbif50006_,2,2,15,-1,55,0.0,-263707.35394213436,134.0,10.0,124.0,6,20.471
pges-jc,barley,barley.xbif50006_,2,2,5,-1,63,0.0,-265429.0550047246,160.0,8.0,152.0,100,29.2
pges-jc,barley,barley.xbif50006_,4,4,10,-1,57,0.0,-264092.28703416296,138.0,12.0,126.0,5,5.026
pges-jc,barley,barley.xbif50006_,4,4,15,-1,55,0.0,-263707.35394213436,134.0,10.0,124.0,4,2.747
pges-jc,barley,barley.xbif50006_,4,4,5,-1,69,0.0,-267392.01360815484,168.0,18.0,150.0,6,3.611
pges-jc,barley,barley.xbif50006_,8,8,10,-1,55,0.0,-263707.35394213436,134.0,10.0,124.0,4,2.116
pges-jc,barley,barley.xbif50006_,8,8,15,-1,61,0.0,-264155.1122666201,146.0,18.0,128.0,5,2.287
pges-jc,barley,barley.xbif50006_,8,8,5,-1,57,0.0,-263810.94291950634,138.0,12.0,126.0,5,2.267
pges-jc,barley,barley.xbif50007_,16,16,10,-1,57,0.0,-264315.1621062161,138.0,12.0,126.0,5,2.702
pges-jc,barley,barley.xbif50007_,16,16,15,-1,56,0.0,-263625.4018465693,136.0,10.0,126.0,4,2.605
pges-jc,barley,barley.xbif50007_,16,16,5,-1,58,0.0,-263681.6851803224,140.0,12.0,128.0,5,2.442
pges-jc,barley,barley.xbif50007_,2,2,10,-1,70,0.0,-267956.28512769344,174.0,6.0,168.0,100,31.506
pges-jc,barley,barley.xbif50007_,2,2,15,-1,60,0.0,-264858.0038922292,150.0,10.0,140.0,4,14.544
pges-jc,barley,barley.xbif50007_,2,2,5,-1,64,0.0,-265928.1324874891,156.0,8.0,148.0,100,28.17
pges-jc,barley,barley.xbif50007_,4,4,10,-1,56,0.0,-263587.03727430623,136.0,10.0,126.0,6,3.645
pges-jc,barley,barley.xbif50007_,4,4,15,-1,57,0.0,-264315.1621062161,138.0,12.0,126.0,6,4.554
pges-jc,barley,barley.xbif50007_,4,4,5,-1,61,0.0,-265111.94594130875,150.0,8.0,142.0,7,3.286
pges-jc,barley,barley.xbif50007_,8,8,10,-1,56,0.0,-263587.03727430623,136.0,10.0,126.0,4,2.241
pges-jc,barley,barley.xbif50007_,8,8,15,-1,57,0.0,-263823.11925485375,138.0,10.0,128.0,4,2.362
pges-jc,barley,barley.xbif50007_,8,8,5,-1,57,0.0,-263853.2253691927,138.0,10.0,128.0,5,2.135
pges-jc,barley,barley.xbif50008_,16,16,10,-1,66,0.0,-265948.5856267654,166.0,10.0,156.0,100,14.771
pges-jc,barley,barley.xbif50008_,16,16,15,-1,58,0.0,-263936.14086922386,140.0,12.0,128.0,4,2.615
pges-jc,barley,barley.xbif50008_,16,16,5,-1,66,0.0,-265636.64910384483,166.0,10.0,156.0,4,2.087
pges-jc,barley,barley.xbif50008_,2,2,10,-1,63,0.0,-265652.0361559125,160.0,8.0,152.0,7,14.542
pges-jc,barley,barley.xbif50008_,2,2,15,-1,56,0.0,-263802.1544173194,136.0,10.0,126.0,7,15.128
pges-jc,barley,barley.xbif50008_,2,2,5,-1,63,0.0,-265652.0361559125,160.0,8.0,152.0,12,14.901
pges-jc,barley,barley.xbif50008_,4,4,10,-1,59,0.0,-265049.4697356815,148.0,10.0,138.0,5,3.765
pges-jc,barley,barley.xbif50008_,4,4,15,-1,60,0.0,-265309.58500654076,148.0,8.0,140.0,100,10.819
pges-jc,barley,barley.xbif50008_,4,4,5,-1,61,0.0,-263161.58222338214,150.0,22.0,128.0,7,7.935
pges-jc,barley,barley.xbif50008_,8,8,10,-1,58,0.0,-263624.2043463033,140.0,12.0,128.0,5,2.442
pges-jc,barley,barley.xbif50008_,8,8,15,-1,60,0.0,-264738.93747416086,144.0,16.0,128.0,5,2.67
pges-jc,barley,barley.xbif50008_,8,8,5,-1,58,0.0,-263936.14086922386,140.0,12.0,128.0,6,2.618
pges-jc,barley,barley.xbif50009_,16,16,10,-1,56,-1.4023503316265342,-263977.2092141523,136.0,10.0,126.0,4,3.227
pges-jc,barley,barley.xbif50009_,16,16,15,-1,58,-1.397595241728616,-264148.3896817384,140.0,12.0,128.0,3,2.225
pges-jc,barley,barley.xbif50009_,16,16,5,-1,71,-1.323443445483471,-266825.8967053416,166.0,24.0,142.0,4,2.584
pges-jc,barley,barley.xbif50009_,2,2,10,-1,63,-1.3664821494354333,-265689.00955894886,160.0,8.0,152.0,6,14.862
pges-jc,barley,barley.xbif50009_,2,2,15,-1,56,-1.3043598089284034,-263977.2092141523,136.0,10.0,126.0,6,19.721
pges-jc,barley,barley.xbif50009_,2,2,5,-1,63,-1.3572986311391102,-265689.00955894886,160.0,8.0,152.0,11,15.034
pges-jc,barley,barley.xbif50009_,4,4,10,-1,56,-1.3043598089284034,-263977.2092141523,136.0,10.0,126.0,5,2.509
pges-jc,barley,barley.xbif50009_,4,4,15,-1,56,-1.2985560548338146,-263977.2092141523,136.0,10.0,126.0,4,2.632
pges-jc,barley,barley.xbif50009_,4,4,5,-1,60,-1.2458835159983481,-263761.69089790946,148.0,22.0,126.0,7,8.36
pges-jc,barley,barley.xbif50009_,8,8,10,-1,58,-1.3154732116530232,-263830.2382273484,140.0,12.0,128.0,4,2.711
pges-jc,barley,barley.xbif50009_,8,8,15,-1,60,-1.30546067802241,-263744.15415587573,144.0,14.0,130.0,4,2.864
pges-jc,barley,barley.xbif50009_,8,8,5,-1,58,-1.341630946183239,-264267.3123296125,138.0,8.0,130.0,100,11.311
pges-jc,barley,barley.xbif_,16,16,10,-1,59,0.0,-263560.3522204996,142.0,12.0,130.0,4,2.187
pges-jc,barley,barley.xbif_,16,16,15,-1,57,0.0,-263909.8978527088,138.0,10.0,128.0,3,1.966
pges-jc,barley,barley.xbif_,16,16,5,-1,58,0.0,-264130.33043500036,138.0,8.0,130.0,100,15.059
pges-jc,barley,barley.xbif_,2,2,10,-1,63,0.0,-265674.25621595915,160.0,8.0,152.0,6,10.317
pges-jc,barley,barley.xbif_,2,2,15,-1,56,0.0,-263728.5723537628,136.0,10.0,126.0,100,16.707
pges-jc,barley,barley.xbif_,2,2,5,-1,63,0.0,-265674.25621595915,160.0,8.0,152.0,11,10.634
pges-jc,barley,barley.xbif_,4,4,10,-1,56,0.0,-263728.5723537628,136.0,10.0,126.0,100,12.303
pges-jc,barley,barley.xbif_,4,4,15,-1,56,0.0,-263728.5723537628,136.0,10.0,126.0,100,12.421
pges-jc,barley,barley.xbif_,4,4,5,-1,59,0.0,-265040.55077202426,148.0,10.0,138.0,7,2.631
pges-jc,barley,barley.xbif_,8,8,10,-1,57,0.0,-264424.421307781,138.0,12.0,126.0,4,2.182
pges-jc,barley,barley.xbif_,8,8,15,-1,65,0.0,-266368.03274685785,164.0,12.0,152.0,3,1.775
pges-jc,barley,barley.xbif_,8,8,5,-1,63,0.0,-266215.3458289654,158.0,16.0,142.0,5,2.229
pges-jc,child,child.xbif50001246_,16,16,10,-1,3,-0.7035948201745839,-62404.52846412973,6.0,2.0,4.0,4,1.074
pges-jc,child,child.xbif50001246_,16,16,15,-1,3,-0.7035935934884476,-62404.52846412973,6.0,2.0,4.0,4,0.886
pges-jc,child,child.xbif50001246_,16,16,5,-1,3,-0.7035935934884476,-62404.52846412973,6.0,2.0,4.0,5,1.161
pges-jc,child,child.xbif50001246_,2,2,10,-1,3,-0.7585772020706227,-62404.52846412973,6.0,2.0,4.0,5,14.588
pges-jc,child,child.xbif50001246_,2,2,15,-1,3,-0.7585772020706227,-62404.52846412973,6.0,2.0,4.0,5,10.151
pges-jc,child,child.xbif50001246_,2,2,5,-1,3,-0.7544143068575088,-62404.52846412973,6.0,2.0,4.0,7,14.371
pges-jc,child,child.xbif50001246_,4,4,10,-1,3,-0.7585772020706227,-62404.52846412973,6.0,2.0,4.0,5,0.533
pges-jc,child,child.xbif50001246_,4,4,15,-1,3,-0.7191330657527985,-62404.52846412973,6.0,2.0,4.0,4,0.511
pges-jc,child,child.xbif50001246_,4,4,5,-1,3,-0.7585772020706227,-62404.52846412973,6.0,2.0,4.0,6,0.799
pges-jc,child,child.xbif50001246_,8,8,10,-1,3,-0.7191330657527985,-62404.52846412973,6.0,2.0,4.0,5,1.019
pges-jc,child,child.xbif50001246_,8,8,15,-1,3,-0.7191330657527985,-62404.52846412973,6.0,2.0,4.0,4,0.709
pges-jc,child,child.xbif50001246_,8,8,5,-1,3,-0.7585772020706227,-62404.52846412973,6.0,2.0,4.0,5,0.783
pges-jc,child,child.xbif50001_,16,16,10,-1,0,-0.7430194611927491,-61663.984923290096,0.0,0.0,0.0,6,1.294
