algorithm,network,bbdd,threads,interleaving,seed,SHD,LL Score,BDeu Score,dfMM,dfMM plus,dfMM minus,Total iterations,Total time(s)
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,15,5,210,-0.543911793743293,-476506.25179957395,2.1345291479820627,130.0,346.0,15,1097
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,15,13,186,-0.5423430357385653,-474839.9893399534,1.8295964125560538,58.0,350.0,12,488
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,15,17,235,-0.5434740624343173,-476745.2488913822,2.42152466367713,162.0,378.0,14,1052
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,15,19,216,-0.5344811168447317,-476470.07942328625,2.3318385650224216,166.0,354.0,16,573
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,15,11,222,-0.5402265661480683,-476613.99805059016,2.3408071748878925,164.0,358.0,14,2719
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,15,29,197,-0.5421899853939957,-475825.6041075504,2.062780269058296,114.0,346.0,15,552
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,15,23,224,-0.5428110522447246,-476991.51736091333,2.3587443946188342,172.0,354.0,12,1039
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,15,2,260,-0.5459221420426783,-478570.48385478766,3.1121076233183858,332.0,362.0,9,228
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,15,3,240,-0.5457627934216904,-477662.27194557554,2.7443946188340806,246.0,366.0,9,437
hc,parallelbns/res/networks/andes,andes.xbif50003_,1,15,-1,202,-0.41944010028561995,-476409.59673986404,2.0896860986547083,110.0,356.0,24,2055
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,15,5,279,-0.547782658619834,-479581.7318673564,3.2645739910313902,360.0,368.0,10,1139
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,15,7,230,-0.5464895582296126,-477940.2928339698,2.663677130044843,238.0,356.0,9,146
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,15,13,250,-0.538020445422211,-478825.3093260166,2.8789237668161434,286.0,356.0,9,203
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,15,17,268,-0.5392746076450602,-478836.3904384696,3.031390134529148,304.0,372.0,9,507
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,15,19,269,-0.5435901933322634,-479389.1370035195,3.0403587443946187,312.0,366.0,9,576
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,15,11,256,-0.5334351052145093,-478720.97307515313,3.0672645739910314,324.0,360.0,9,1616
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,15,23,273,-0.545634590877212,-478675.4398098808,3.0582959641255605,292.0,390.0,9,1097
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,15,2,235,-0.5448964911437675,-477401.80868397857,2.5650224215246635,228.0,344.0,10,228
phc,parallelbns/res/networks/andes,andes.xbif50003_,6,5,11,258,-0.5474860078480039,-478970.24177437887,2.9506726457399104,300.0,358.0,20,50226
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,15,29,265,-0.5419995363789518,-478164.6576142077,3.004484304932735,280.0,390.0,8,1831
