algorithm, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,11,50,-1.0551286037977303,-259935.36988724174,1.8214285714285714,30.0,72.0,6,8
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,13,56,-1.0717847519999169,-260233.17526193892,2.0,30.0,82.0,6,7
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,17,45,-1.0643876862485322,-259419.96969721018,1.6071428571428572,18.0,72.0,7,7
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,19,50,-1.0800398322291833,-259341.78481176464,1.8214285714285714,26.0,76.0,6,6
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,23,43,-1.0956861436529706,-259121.10568267893,1.5357142857142858,14.0,72.0,6,7
ges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,0,15,-1,84,-1.0249130870610732,-292027.3780186365,3.142857142857143,0.0,176.0,0,3
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,29,60,-1.0291017323795129,-264012.26923549495,2.392857142857143,50.0,84.0,5,10
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,15,2,51,-1.127303340144574,-261641.95592231664,1.8214285714285714,26.0,76.0,4,12
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,15,5,68,-1.027585507492464,-261668.0227527749,2.5357142857142856,50.0,92.0,7,13
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,15,7,63,-1.0286980654122535,-262339.40934847447,2.2857142857142856,42.0,86.0,5,11
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,15,3,53,-1.0594859768413027,-260578.4804194318,1.9285714285714286,30.0,78.0,5,17
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,15,11,46,-1.122428582125413,-259429.06064300382,1.6785714285714286,20.0,74.0,4,15
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,15,13,56,-1.0969967349019567,-259808.9067263031,2.107142857142857,32.0,86.0,5,18
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,15,19,53,-1.0864412423405057,-259657.59479241967,1.8928571428571428,26.0,80.0,5,14
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,15,17,53,-1.0771271094316364,-258933.37349157076,1.9285714285714286,24.0,84.0,6,23
hc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,1,15,-1,43,-0.8862355020387362,-259141.8371415412,1.5357142857142858,14.0,72.0,5,11
pges,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,15,23,47,-1.090880915030579,-258890.8255882791,1.6785714285714286,18.0,76.0,5,16
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,15,2,54,-1.0532767076639227,-262405.1282576904,2.0714285714285716,36.0,80.0,4,6
